-1 -1 4.48042e-15
-1 -0.99 6.28799e-15
-1 -0.98 8.82497e-15
-1 -0.97 1.23852e-14
-1 -0.96 1.73823e-14
-1 -0.95 2.43952e-14
-1 -0.94 3.42373e-14
-1 -0.93 4.80502e-14
-1 -0.92 6.74363e-14
-1 -0.91 9.46428e-14
-1 -0.9 1.32826e-13
-1 -0.89 1.86414e-13
-1 -0.88 2.61625e-13
-1 -0.87 3.67182e-13
-1 -0.86 5.15314e-13
-1 -0.85 7.23213e-13
-1 -0.84 1.015e-12
-1 -0.83 1.4245e-12
-1 -0.82 1.99921e-12
-1 -0.81 2.80578e-12
-1 -0.8 3.93781e-12
-1 -0.79 5.52645e-12
-1 -0.78 7.75615e-12
-1 -0.77 1.08854e-11
-1 -0.76 1.52771e-11
-1 -0.75 2.14405e-11
-1 -0.74 3.00906e-11
-1 -0.73 4.22307e-11
-1 -0.72 5.92689e-11
-1 -0.71 8.31809e-11
-1 -0.7 1.1674e-10
-1 -0.69 1.63839e-10
-1 -0.68 2.29939e-10
-1 -0.67 3.22706e-10
-1 -0.66 4.52905e-10
-1 -0.65 6.35626e-10
-1 -0.64 8.92075e-10
-1 -0.63 1.25198e-09
-1 -0.62 1.75708e-09
-1 -0.61 2.56347e-09
-1 -0.6 4.19265e-09
-1 -0.59 6.85723e-09
-1 -0.58 1.12154e-08
-1 -0.57 1.83429e-08
-1 -0.56 3.00008e-08
-1 -0.55 4.90674e-08
-1 -0.54 7.47719e-08
-1 -0.53 1.05123e-07
-1 -0.52 1.47793e-07
-1 -0.51 2.11561e-07
-1 -0.5 3.2019e-07
-1 -0.49 4.84596e-07
-1 -0.48 7.33417e-07
-1 -0.47 1.11724e-06
-1 -0.46 1.80619e-06
-1 -0.45 2.91995e-06
-1 -0.44 4.72048e-06
-1 -0.43 7.6313e-06
-1 -0.42 1.23371e-05
-1 -0.41 1.99446e-05
-1 -0.4 3.22427e-05
-1 -0.39 5.21243e-05
-1 -0.38 8.42635e-05
-1 -0.37 0.000136217
-1 -0.36 0.000220194
-1 -0.35 0.000348177
-1 -0.34 0.000534529
-1 -0.33 0.000820533
-1 -0.32 0.00125939
-1 -0.31 0.00193249
-1 -0.3 0.00297738
-1 -0.29 0.00459536
-1 -0.28 0.00713443
-1 -0.27 0.00748685
-1 -0.26 0.00735386
-1 -0.25 0.00722319
-1 -0.24 0.00755026
-1 -0.23 0.00686926
-1 -0.22 0.00586317
-1 -0.21 0.00540121
-1 -0.2 0.0051498
-1 -0.19 0.00547767
-1 -0.18 0.00718053
-1 -0.17 0.00921215
-1 -0.16 0.0118119
-1 -0.15 0.0151341
-1 -0.14 0.0193722
-1 -0.13 0.0247674
-1 -0.12 0.0311671
-1 -0.11 0.0324678
-1 -0.1 0.0338212
-1 -0.09 0.0536151
-1 -0.08 0.0840912
-1 -0.07 0.120831
-1 -0.06 0.177723
-1 -0.05 0.255138
-1 -0.04 0.351846
-1 -0.03 0.462452
-1 -0.02 0.576881
-1 -0.01 0.683616
